gene	SL-LOG1	SL-LOG2	SL-LOG3	SL-LOG4	SL-STAT1	SL-STAT2	SL-STAT3	SL-STAT4	SL-BPK275-1	SL-BPK275-2
LdBPK_050009300	111	318	115	184	387	282	303	341	232	199
LdBPK_050009400	28	69	47	46	166	130	132	131	117	114
LdBPK_050009500	193	583	207	486	529	307	358	447	99	75
LdBPK_050009600	13	28	15	27	47	40	39	37	32	42
LdBPK_050009700	34	82	27	39	102	78	128	140	27	10
LdBPK_050009800	630	2040	855	1232	2487	2098	2171	2600	711	791
LdBPK_050009900	758	2788	1171	1626	1330	1025	1096	1390	521	582
LdBPK_050010000	182	623	287	374	332	302	325	407	57	84
LdBPK_050010100	0	0	0	0	0	0	0	0	0	0
LdBPK_050010200	0	0	0	0	0	1	0	0	0	0
LdBPK_050010300	823	2798	1296	1890	2726	2571	3166	3475	628	749
LdBPK_050010400	279	855	397	586	1269	1119	1101	1248	464	488
LdBPK_050010500	22	57	20	46	121	71	65	84	22	34
LdBPK_050010600	236	778	310	478	592	508	542	544	199	177
LdBPK_050010700	368	1125	557	838	1269	1102	1045	1296	486	613
LdBPK_050010800	12	28	21	38	49	64	48	45	29	13
LdBPK_050010900	621	1970	886	1415	2411	2041	2337	2578	1058	1070
LdBPK_050011000	28	52	35	79	125	99	97	123	14	24
LdBPK_050011100	118	414	182	231	610	527	500	648	257	260
LdBPK_050011200	169	459	224	372	882	894	793	912	230	219
LdBPK_050011300	45	134	77	88	123	123	141	145	11	15
LdBPK_050011400	8	11	7	10	32	12	19	15	4	6
LdBPK_050011500	310	1118	547	797	1447	1207	1150	1367	347	358
LdBPK_050011600	381	973	530	851	1717	1234	1076	1488	315	309
LdBPK_050011700	61	192	86	128	330	275	238	286	30	29
LdBPK_050011800	221	698	377	563	1481	1466	1548	2015	512	619
LdBPK_050011900	49	109	43	75	109	60	68	87	41	49
LdBPK_050012000	273	828	414	609	1166	882	1066	1272	263	335
LdBPK_050012100	555	1555	706	1095	2263	1997	2274	2753	493	556
LdBPK_050012200	1336	4153	2083	2889	6038	5212	6097	7027	1452	1794
LdBPK_050012300	189	669	348	489	1128	1021	1204	1213	334	339
LdBPK_050012400	306	876	438	622	1831	1545	1708	2024	657	734
LdBPK_050012500	459	1410	550	874	1386	1292	1373	1516	576	572
LdBPK_050012600	36	71	37	84	167	99	109	134	20	23
LdBPK_050012700	236	723	328	510	1835	1389	1265	1804	350	431
LdBPK_050012800	263	823	350	644	1214	1171	1047	1323	230	272
LdBPK_050012900	1114	3886	1701	2645	3303	2819	2512	3327	706	794
LdBPK_050013000	132	580	200	396	464	355	472	533	218	271
LdBPK_050013100	28	41	22	44	120	92	92	106	19	33
LdBPK_050013200	68	195	81	136	342	309	411	401	88	77
LdBPK_050013300	18	70	29	52	81	50	76	77	70	79
LdBPK_050013400	541	1699	673	1217	562	358	438	498	261	208
LdBPK_050013500	366	1112	544	596	1167	1216	1171	1473	345	586
LdBPK_050013600	207	569	260	411	714	599	513	593	248	222
LdBPK_050013700	216	664	317	493	870	762	625	868	218	224
LdBPK_050013800	6	24	6	32	37	20	31	24	51	68
LdBPK_050013900	302	861	363	534	1017	882	777	881	392	338
LdBPK_050014000	180	587	258	405	595	422	542	616	158	203
LdBPK_050014100	594	1893	1207	1485	6040	4748	4087	5552	754	879
LdBPK_050014200	311	1008	524	824	1362	1377	1328	1506	389	320
LdBPK_050014300	126	435	170	227	604	474	454	610	139	94
LdBPK_050014400	358	1110	503	709	1826	1711	1787	2077	453	533
LdBPK_050014500	43	129	51	79	160	129	125	151	37	30
LdBPK_050014600	998	3055	1354	2037	2230	1968	2097	2325	1008	1106
LdBPK_050014700	981	2926	1084	1648	861	616	732	835	309	356
LdBPK_050015000	114	285	130	195	337	349	391	377	280	254
LdBPK_050015100	80	268	146	190	318	263	291	327	81	82
LdBPK_050015200	289	938	451	492	622	594	657	748	374	460
LdBPK_050015300	155	398	175	424	636	577	467	589	183	195
LdBPK_050015400	25	101	26	58	103	69	94	98	86	78
LdBPK_050015500	104	299	129	210	298	287	236	270	79	82
LdBPK_050015600	152	418	195	408	494	332	384	365	75	56
LdBPK_050015700	120	345	129	256	337	240	262	295	82	86
LdBPK_050015800	56	184	94	131	334	278	305	348	58	62
LdBPK_050015900	54	193	67	125	90	90	82	76	13	35
LdBPK_050016000	76	285	120	181	311	246	251	288	60	81
LdBPK_050016100	254	839	391	574	955	885	944	1026	247	274
LdBPK_050016200	171	484	156	352	572	414	526	569	50	48
LdBPK_050016300	2132	7124	3387	4909	6541	5617	6171	6850	1364	1896
LdBPK_050016400	138	461	185	300	702	588	785	845	76	68
LdBPK_050016500	49	109	49	80	170	170	175	208	149	155
LdBPK_050016600	85	324	132	183	254	194	231	245	89	75
LdBPK_050016700	134	537	205	340	702	546	707	753	289	302
LdBPK_050016800	89	264	149	188	196	168	175	188	93	108
LdBPK_050016900	177	551	251	318	571	533	521	590	116	159
LdBPK_050017000	50	152	56	119	237	201	217	208	39	43
LdBPK_050017100	23	50	25	40	87	51	81	49	53	82
LdBPK_050017200	11	32	11	34	27	18	14	21	13	3
LdBPK_050017300	43	158	63	101	231	178	279	216	43	55
LdBPK_050017400	414	1564	945	1162	3631	3828	3220	3504	282	326
LdBPK_050017500:snoRNA	359	1230	756	1164	3827	3929	4280	4797	0	0
LdBPK_050017600:snoRNA	0	0	0	0	0	0	0	0	0	0
LdBPK_050017700:snoRNA	0	0	0	0	0	0	0	0	0	0
LdBPK_050017800:snoRNA	0	0	0	0	0	0	0	0	0	0
LdBPK_050017900:snoRNA	0	0	0	0	0	0	0	0	0	0
LdBPK_050018000:snoRNA	0	0	0	0	0	0	0	0	0	0
LdBPK_050018100:snoRNA	0	0	0	0	0	0	0	0	0	0
LdBPK_050018200:snoRNA	0	0	0	0	0	0	0	0	0	0
LdBPK_050018300:snoRNA	0	0	0	0	0	0	0	0	0	0
LdBPK_050018400:snoRNA	0	0	0	0	0	0	0	0	0	0
LdBPK_050018500:snoRNA	0	0	0	0	0	0	0	0	0	0
LdBPK_050018600:snoRNA	0	0	0	0	0	0	0	0	0	0
LdBPK_050018700:snoRNA	0	0	0	0	0	0	0	0	0	0
LdBPK_050018800:snoRNA	0	0	0	0	0	0	0	0	0	0
LdBPK_050018900:snoRNA	0	0	0	0	0	0	0	0	0	0
LdBPK_050019000:snoRNA	0	0	0	0	0	0	0	0	0	0
LdBPK_050019100:snoRNA	0	0	0	0	0	0	0	0	0	0
LdBPK_050019200:snoRNA	0	0	0	0	0	0	0	0	0	0
LdBPK_050019300:snoRNA	0	0	0	0	0	0	0	0	0	0
LdBPK_050019400:snoRNA	0	0	0	0	0	0	0	0	0	0
LdBPK_050019500:snoRNA	0	0	0	0	0	0	0	0	0	0
LdBPK_050019600:snoRNA	0	0	0	0	0	0	0	0	0	0
LdBPK_050019700:snoRNA	0	0	0	0	0	0	0	0	0	0
LdBPK_050019800:snoRNA	0	0	0	0	0	0	0	0	0	0
LdBPK_050019900:snoRNA	0	0	0	0	0	0	0	0	0	0
LdBPK_050020000:snoRNA	0	0	0	0	0	0	0	0	0	0
LdBPK_050020100:snoRNA	0	0	0	0	0	0	0	0	0	0
LdBPK_050020200:snoRNA	0	0	0	0	0	0	0	0	0	0
LdBPK_050020300:snoRNA	0	0	0	0	0	0	0	0	0	0
LdBPK_050020400:snoRNA	0	0	0	0	0	0	0	0	0	0
LdBPK_050020500:snoRNA	0	0	0	0	0	0	0	0	0	0
LdBPK_050020600:snoRNA	0	0	0	0	0	0	0	0	0	0
LdBPK_050020700:snoRNA	0	0	0	0	0	0	0	0	0	0
LdBPK_050020800:snoRNA	0	0	0	0	0	0	0	0	0	0
LdBPK_050020900:snoRNA	0	0	0	0	0	0	0	0	0	0
LdBPK_050021000:snoRNA	0	0	0	0	0	0	0	0	0	0
LdBPK_050021100:snoRNA	0	0	0	0	0	0	0	0	0	0
LdBPK_050021200:snoRNA	0	0	0	0	0	0	0	0	0	0
LdBPK_050021300	0	0	0	0	0	1	0	0	0	0
LdBPK_060005000	20260	77091	35877	41163	61767	65154	66046	73982	12612	15296
LdBPK_060005100	332	1072	511	648	1637	1610	1736	1901	473	439
LdBPK_060005200	2068	6884	3091	4779	5556	5564	5771	6387	4295	4918
LdBPK_060005300	333	1091	477	792	1367	1364	1566	1574	379	443
LdBPK_060005400	874	2785	1321	1942	2841	2129	2571	2793	885	967
LdBPK_060005500	195	702	328	513	881	935	776	990	228	172
LdBPK_060005600	0	0	0	0	0	3	1	1	1	0
LdBPK_060005700	86	310	146	211	447	327	377	471	142	193
LdBPK_060005800	71	213	92	181	532	449	424	510	280	270
LdBPK_060005900	266	828	383	575	700	613	528	650	21	24
LdBPK_060006000	131	458	241	299	557	508	544	649	23	32
LdBPK_060006100	12	53	22	38	97	91	72	98	33	33
LdBPK_060006200	146	404	167	267	513	489	386	460	116	146
LdBPK_060006300	458	1427	654	1084	1590	1175	1214	1272	148	146
LdBPK_060006400	471	1637	650	981	1436	1361	1380	1616	304	252
LdBPK_060006500	839	2858	1249	2016	2689	2528	2384	2738	795	712
LdBPK_060006600	1	9	1	0	7	2	3	2	1	5
LdBPK_060006700	53	212	84	140	254	193	211	245	76	67
LdBPK_060006800	37	85	40	86	182	130	113	127	41	62
LdBPK_060006900	43	129	51	89	177	183	190	203	49	76
LdBPK_060007000	173	586	227	369	645	596	529	594	190	243
LdBPK_060007100	100	294	150	250	426	458	487	546	84	101
LdBPK_060007200	83	227	114	153	420	415	431	477	113	142
LdBPK_060007400	37	113	49	92	171	124	124	136	39	42
LdBPK_060007500	67	186	57	121	190	157	159	184	42	40
LdBPK_060007700	230	750	316	532	862	705	766	934	439	411
LdBPK_060007800	217	803	398	514	1044	1089	1287	1368	237	289
LdBPK_060007900	543	1831	844	1392	2072	1598	1653	1905	591	654
LdBPK_060008000	648	2235	1022	1444	2867	2547	2842	3288	443	427
LdBPK_060008100	114	315	179	223	444	461	349	471	144	148
LdBPK_060008200	119	383	193	244	524	509	453	568	181	173
LdBPK_060008300	137	368	183	277	790	924	1047	1020	426	499
LdBPK_060008400	20	58	24	44	108	97	124	140	79	112
LdBPK_060008500	187	537	314	335	620	522	552	712	209	271
LdBPK_060008600	36	53	21	52	84	60	70	86	23	15
LdBPK_060008700	19	58	22	46	60	24	44	41	12	9
LdBPK_060008800	37	89	39	79	87	81	79	94	7	8
LdBPK_060008900	49	120	43	93	198	157	193	231	37	40
LdBPK_060009000	54	148	63	108	232	172	270	226	51	71
LdBPK_060009100	22	66	30	43	105	153	161	151	28	20
LdBPK_060009200	28	122	51	71	149	136	148	183	12	16
LdBPK_060009300	48	168	73	104	144	124	114	155	62	87
LdBPK_060009400	135	340	119	285	447	298	461	469	20	15
LdBPK_060009500	301	1005	440	700	1141	1270	1250	1264	259	334
LdBPK_060009600	59	185	85	153	187	136	265	154	25	29
LdBPK_060009700	185	560	277	421	979	835	822	1016	304	368
LdBPK_060009800	145	395	183	320	741	641	697	797	182	203
LdBPK_060009900	58	207	101	151	288	239	275	274	42	43
LdBPK_060010000	54	166	87	169	570	506	526	633	86	74
LdBPK_060010100	213	713	335	470	1132	1120	1204	1242	351	381
LdBPK_060010200	132	413	202	350	524	398	416	488	124	123
LdBPK_060010300	10	21	11	27	39	24	34	22	6	15
LdBPK_060010400	30	65	37	82	131	87	69	91	20	16
LdBPK_060010500	51	188	77	138	269	313	236	302	84	64
LdBPK_060010600	103	278	161	245	866	770	770	1047	182	242
LdBPK_060010700	178	553	242	397	1483	1193	1477	1704	227	254
LdBPK_060010800	109	386	139	230	416	386	393	428	104	89
LdBPK_060010900	20	44	27	41	90	117	62	75	16	28
LdBPK_060011000	18	53	36	32	114	85	86	103	30	38
LdBPK_060011100	398	1318	491	941	1308	1011	1206	1387	287	315
LdBPK_060011200	4784	11818	4325	10405	14123	9958	12004	11394	1	4
LdBPK_060011300	1740	4775	1962	3261	5022	4566	4355	4813	10	8
LdBPK_060011400	75	226	127	193	396	362	354	373	610	668
LdBPK_060011500	14	61	32	44	107	119	107	115	15	22
LdBPK_060011600	131	427	215	347	703	586	801	777	258	289
LdBPK_060011700	87	259	120	193	341	195	246	268	101	133
LdBPK_060011800	363	1132	585	836	1042	924	1072	1322	371	435
LdBPK_060011900	190	707	387	540	1177	1198	1223	1357	497	672
LdBPK_060012000	378	994	545	876	1549	1364	1365	1697	379	333
LdBPK_060012100	157	533	241	361	769	721	716	754	291	313
LdBPK_060012200	171	617	334	400	1284	1099	1148	1604	282	437
LdBPK_060012300	46	134	66	103	192	183	148	178	48	60
LdBPK_060012400	60	116	54	97	219	128	142	156	130	93
LdBPK_060012500	511	1712	878	1292	3357	3119	3987	4127	782	1036
LdBPK_060012600	363	1261	629	910	1326	1011	1305	1389	743	901
LdBPK_060012700	212	707	300	508	710	833	900	939	238	295
LdBPK_060012800	16	70	28	48	77	72	112	103	49	37
LdBPK_060012900	156	480	206	311	427	300	560	425	510	706
LdBPK_060013000	83	276	132	190	292	283	220	271	112	129
LdBPK_060013100	20	78	30	64	135	110	117	122	37	52
LdBPK_060013200	22	66	38	62	102	84	91	98	32	24
LdBPK_060013300	346	1253	624	831	2861	2397	2732	3219	664	920
LdBPK_060013400	102	332	207	245	613	563	666	695	89	168
LdBPK_060013500	198	639	339	596	1097	980	1078	1172	220	253
LdBPK_060013600	86	263	116	216	334	277	257	354	96	102
LdBPK_060013700	51	131	60	135	192	185	234	251	79	78
LdBPK_060013800	107	306	138	157	511	464	446	526	209	209
LdBPK_060013900	200	648	333	488	1311	1588	1721	1773	223	250
LdBPK_060014000	43	161	88	137	244	195	241	230	68	110
LdBPK_060014100	124	363	211	269	592	531	585	641	120	186
LdBPK_060014200	131	325	116	225	300	179	235	273	135	150
LdBPK_060014300	238	669	338	499	875	909	1015	1147	203	231
LdBPK_060014400	317	978	467	686	1352	1204	1133	1383	255	282
LdBPK_060014500	95	287	125	254	331	328	385	407	20	27
LdBPK_060014600	187	509	239	340	589	562	593	690	184	236
LdBPK_060014700	74	165	75	122	330	271	211	267	81	73
LdBPK_060014800	131	408	169	308	554	469	415	463	116	124
LdBPK_060014900	58	113	67	84	183	187	104	156	55	49
LdBPK_060015000	172	538	257	371	862	707	810	982	243	292
LdBPK_060015100	188	667	327	439	624	565	668	812	105	154
LdBPK_060015200	81	240	129	171	220	183	201	255	75	55
LdBPK_060015300	7	38	5	12	37	20	35	28	18	19
LdBPK_060015400	222	656	317	455	575	512	522	640	162	213
LdBPK_060015500	231	856	405	701	899	927	856	1027	298	295
LdBPK_060015600	22	61	30	54	137	137	135	147	52	73
LdBPK_060015700	15	14	14	24	56	30	50	37	30	24
LdBPK_060015800	39	115	55	102	148	130	101	140	81	65
LdBPK_060015900	17	52	19	46	73	42	42	50	9	8
LdBPK_060016000	6	7	7	7	14	13	4	10	4	14
LdBPK_060016100	1	5	5	3	7	2	1	9	9	1
LdBPK_060016200	1067	3564	1540	2293	1506	1520	1354	1538	568	520
LdBPK_060016300	90	271	93	183	246	224	180	251	97	130
LdBPK_060016400	98	237	123	159	171	119	154	155	116	93
LdBPK_060016500	5	12	8	18	19	11	18	12	4	5
LdBPK_060016600	54	112	47	99	97	84	90	100	98	71
LdBPK_060016700	169	607	236	368	417	410	324	432	139	148
LdBPK_060016800	96	260	122	242	291	274	345	328	100	75
LdBPK_060016900	89	271	108	196	325	314	393	367	115	143
LdBPK_060017000	8	32	12	26	51	29	34	39	15	12
LdBPK_060017100	16	64	18	36	75	87	102	87	30	22
LdBPK_060017200	28	76	37	65	131	104	163	160	14	25
LdBPK_060017300	14	65	28	39	95	56	63	64	44	24
LdBPK_060017400	147	530	213	308	1065	1044	996	1215	189	185
LdBPK_060017500	63	160	77	109	197	162	121	191	73	96
LdBPK_060017600	27	63	25	51	114	71	94	116	21	29
LdBPK_060017700	25	109	42	101	136	80	73	87	30	27
LdBPK_060017800	0	0	0	0	0	0	0	0	0	0
LdBPK_060017900	46	198	84	134	201	232	221	208	60	35
LdBPK_060018000	21	54	32	36	143	67	56	94	24	25
LdBPK_060018100	22	50	28	47	133	66	78	124	24	47
LdBPK_060018200	19	47	33	29	50	38	107	47	12	17
LdBPK_060018300	53	174	91	158	210	219	239	239	66	65
LdBPK_060018400	18	16	9	20	36	30	26	21	11	18
LdBPK_060018500	216	690	335	518	843	925	761	798	254	247
LdBPK_060018600	70	236	112	135	236	254	307	384	17	23
LdBPK_060018700	426	1466	584	949	1569	1436	1396	1712	468	420
LdBPK_060018800	93	295	142	227	206	130	153	198	54	55
LdBPK_060018900	9	23	8	15	10	12	11	13	6	8
LdBPK_060019000	70	180	50	124	165	112	131	154	24	17
LdBPK_060019100	105	233	107	183	418	287	213	232	93	74
LdBPK_070005000	69	201	121	140	336	295	294	345	45	100
LdBPK_070005100	35	100	43	72	115	78	99	116	13	27
LdBPK_070005200	325	779	301	669	627	361	360	439	146	135
LdBPK_070005300	11	33	15	29	28	11	12	16	15	5
LdBPK_070005400	21	81	29	61	65	30	54	51	11	21
LdBPK_070005500	73	225	70	160	301	222	263	328	134	108
LdBPK_070005600	1459	5295	2427	3511	3431	3808	3954	4319	584	643
LdBPK_070005700	223	1054	448	656	754	652	732	796	212	284
LdBPK_070005800	448	1519	648	853	1246	1218	1222	1533	432	600
LdBPK_070005900	40	152	52	103	218	149	123	146	34	58
LdBPK_070006000	212	599	288	462	886	820	753	935	314	345
LdBPK_070006100	79	204	108	197	324	263	291	322	199	198
LdBPK_070006200	163	433	205	309	893	621	533	757	342	393
LdBPK_070006300	49	147	45	96	226	211	255	236	42	40
LdBPK_070006400	73	185	60	144	220	197	164	224	87	103
LdBPK_070006500	44	121	56	109	192	134	149	134	50	55
LdBPK_070006600	40	82	43	51	193	165	263	234	38	47
LdBPK_070006700	0	4	4	0	29	24	23	15	21	17
LdBPK_070006800	194	571	346	559	1209	1083	1040	1251	492	547
LdBPK_070006900	160	490	246	373	502	416	396	437	178	228
LdBPK_070007000	218	756	286	403	672	617	573	741	319	356
LdBPK_070007100	33	79	33	75	101	67	87	94	37	29
LdBPK_070007200	1	3	1	2	4	4	5	3	1	4
LdBPK_070007300	3	4	1	4	10	10	4	14	31	34
LdBPK_070007400	359	1418	639	969	3885	4203	4589	4816	1001	1114
LdBPK_070007500	44	142	42	111	150	108	114	139	94	68
LdBPK_070007600	230	815	344	546	1525	1246	1459	1669	464	648
LdBPK_070007700	25	87	37	74	144	144	154	158	188	151
LdBPK_070007800	35	98	39	64	80	48	74	66	38	31
LdBPK_070007900	177	616	388	477	1222	1334	1350	1390	355	450
LdBPK_070008000	98	334	135	216	275	246	269	257	90	115
LdBPK_070008100	118	372	177	193	418	431	319	425	102	126
LdBPK_070008200	282	1122	533	777	1148	874	948	1272	126	105
LdBPK_070008300	122	355	155	195	421	298	293	389	65	86
LdBPK_070008400	246	667	359	468	1632	1242	1305	1487	554	693
LdBPK_070008500	56	181	76	122	297	248	225	264	114	161
LdBPK_070008600	10	31	27	29	92	121	129	111	48	37
LdBPK_070008700	86	217	108	153	322	181	214	248	64	49
LdBPK_070008800	187	624	275	426	598	567	490	581	223	218
LdBPK_070008900	111	347	118	247	456	270	405	373	269	231
LdBPK_070009000	109	332	169	270	376	252	285	385	120	153
LdBPK_070009100	22	73	27	53	135	129	146	152	26	44
LdBPK_070009200	41	86	33	46	134	108	107	118	101	73
LdBPK_070009300	140	437	243	325	399	377	406	465	86	126
LdBPK_070009400	233	747	356	432	1266	1382	1673	1602	462	500
LdBPK_070009500	12	31	13	31	44	25	41	54	18	21
LdBPK_070009600	257	753	291	503	710	580	610	693	128	96
LdBPK_070009700	43	84	43	74	90	75	69	83	25	15
LdBPK_070009800	2	5	5	9	15	19	8	10	4	0
LdBPK_070009900	8	37	16	17	38	29	36	28	8	5
LdBPK_070010000	7	35	14	29	54	41	52	58	4	20
LdBPK_070010100	0	0	0	0	0	0	0	0	0	0
LdBPK_070010200	6	8	8	16	45	36	37	47	11	23
LdBPK_070010300	19	57	15	61	142	70	88	119	14	19
LdBPK_070010400	480	1502	713	1013	1513	1329	1565	1891	585	808
LdBPK_070010500	503	1229	441	942	1570	1049	1156	1268	5	5
LdBPK_070010600	343	739	295	656	1070	718	847	832	34	52
LdBPK_070010700	10	40	8	25	51	41	36	48	18	26
LdBPK_070010800	292	972	438	595	1231	1084	1214	1422	325	368
LdBPK_070010900	26	72	42	61	129	124	153	120	38	34
LdBPK_070011000	194	711	410	500	835	769	871	1020	236	288
LdBPK_070011100	140	429	209	299	607	541	575	678	178	252
LdBPK_070011200	91	244	114	213	499	395	379	460	118	161
LdBPK_070011300	11	22	10	23	57	41	45	61	11	14
LdBPK_070011400	209	710	348	497	1220	1069	1161	1342	529	714
LdBPK_070011500	406	1381	701	1090	1313	1195	1450	1655	570	582
LdBPK_070011600	12	37	24	32	74	42	54	53	29	26
LdBPK_070011700	15	68	29	57	95	77	72	91	39	35
LdBPK_070011800	246	691	301	452	999	720	918	1063	346	492
LdBPK_070011900	728	2509	1249	1633	2586	2464	2829	3171	946	1134
LdBPK_070012000	595	1752	775	1234	1393	1054	1182	1295	571	539
LdBPK_070012100	107	362	196	260	446	501	489	546	199	226
LdBPK_070012200	29	82	29	72	158	134	121	167	59	69
LdBPK_070012300	149	403	213	374	744	550	692	764	338	319
LdBPK_070012400	5961	18396	8661	12075	21215	19696	22003	23417	250	295
LdBPK_070012500	360	1170	589	863	2001	1739	1771	2220	965	881
LdBPK_070012600	81	222	107	156	299	271	261	303	98	96
LdBPK_070012700	234	852	335	627	747	549	575	717	276	241
LdBPK_070012800	30	108	26	76	109	73	76	82	33	54
LdBPK_070012900	89	177	110	152	305	223	239	261	82	93
LdBPK_070013000	52	136	58	105	291	239	231	269	102	147
LdBPK_070013100	335	1127	580	812	1775	1466	1627	2116	278	486
LdBPK_070013200	295	1062	478	711	1575	1564	1960	2030	681	774
LdBPK_070013300	116	448	235	295	727	720	708	806	158	147
LdBPK_070013400	31	170	69	120	174	206	215	216	59	52
LdBPK_070013500	167	386	169	311	734	500	766	732	243	304
LdBPK_070013600	145	505	266	322	756	678	681	888	187	305
LdBPK_070013700	175	589	275	410	748	800	670	829	250	248
LdBPK_070013800	13	34	17	15	58	51	58	50	12	27
LdBPK_070013900	401	1197	626	868	839	746	676	818	229	252
LdBPK_070014100	139	448	251	291	676	718	885	968	155	193
LdBPK_070014200	68	188	62	154	187	122	97	178	52	52
LdBPK_070014300	37	122	49	86	199	186	155	243	83	83
LdBPK_070014400	542	1532	694	1082	1117	957	1101	1132	427	461
LdBPK_070014500	296	1156	619	795	872	835	840	923	235	301
LdBPK_070014600	392	1229	686	954	1177	1153	1358	1329	625	771
LdBPK_070014700	218	631	270	473	888	713	827	900	182	226
LdBPK_070014800	320	1094	511	658	3161	2141	2641	3267	619	684
LdBPK_070014900	422	1339	612	928	824	595	652	735	330	346
LdBPK_070015000	305	1159	504	729	1323	1290	1361	1498	508	644
LdBPK_070015100	327	942	485	686	1679	1525	1782	1968	1083	1301
LdBPK_070015200	495	1452	642	1159	955	747	826	921	288	278
LdBPK_070015300	105	293	141	230	443	377	401	422	141	157
LdBPK_070015400	21	52	19	60	110	81	94	102	31	29
LdBPK_070015500	214	677	351	504	828	831	743	990	330	429
LdBPK_070015600	159	614	261	414	600	493	516	576	129	165
LdBPK_070015700	77	238	106	191	303	251	237	289	189	224
LdBPK_070015800	219	785	417	580	1847	1629	1925	2273	166	274
LdBPK_070015900	23	41	23	37	122	68	53	91	12	47
LdBPK_070016000	68	281	133	188	425	376	290	314	139	131
LdBPK_070016100	61	176	61	118	122	124	91	91	40	49
LdBPK_070016200	1548	4712	2694	3687	7991	7660	8578	8781	3975	3849
LdBPK_070016300	119	333	162	308	501	326	427	436	172	148
LdBPK_070016400	96	288	126	180	307	397	265	354	170	146
LdBPK_070016500	144	493	271	334	782	630	711	861	245	282
LdBPK_070016600	285	804	352	573	1129	754	878	1091	474	542
LdBPK_070016700	34	152	56	95	207	235	198	221	64	73
LdBPK_070016800	41	123	56	83	217	197	187	201	56	50
LdBPK_070016900	114	216	98	182	372	278	285	395	90	83
LdBPK_070017000	351	1103	470	832	1400	891	1034	1205	332	366
LdBPK_070017100	161	511	184	396	900	874	823	911	198	214
LdBPK_070017200	33	76	24	43	80	51	59	68	35	23
LdBPK_070017300	154	485	192	289	541	456	461	558	196	222
LdBPK_070017400	54	176	58	124	188	107	119	138	49	69
LdBPK_070017500	40	124	66	114	150	122	171	181	30	40
LdBPK_070017600	34	105	48	82	177	152	176	193	68	89
LdBPK_070017700	150	428	179	288	718	596	547	637	154	148
LdBPK_070017800	357	1027	501	603	610	522	335	419	22	45
LdBPK_070017900	16	40	11	27	52	22	27	34	126	154
LdBPK_070018000	104	273	108	206	329	184	217	218	67	75
LdBPK_070018100	53	167	59	117	235	122	164	171	95	71
LdBPK_070018200	507	2005	840	1378	3655	3212	3571	4012	848	1064
LdBPK_070018300	129	442	222	360	628	574	723	695	176	235
LdBPK_070018400	456	1221	559	951	1752	1140	1092	1418	878	627
LdBPK_080005000	32	60	17	52	50	14	27	21	36	49
LdBPK_080005100	71	212	80	117	170	163	155	171	82	130
LdBPK_080005200	77	155	56	141	271	144	189	232	117	141
LdBPK_080005300	84	205	68	181	264	156	209	245	54	70
LdBPK_080005400	26	38	16	33	73	31	37	48	20	32
LdBPK_080005500	31	98	45	54	120	78	88	97	85	81
LdBPK_080005600	28	63	28	52	122	64	81	83	79	102
LdBPK_080005700	13	19	8	16	35	21	16	30	11	41
LdBPK_080005800	15	44	21	44	96	52	96	72	48	46
LdBPK_080005900	226	736	349	523	1188	1100	1239	1285	1114	1184
LdBPK_080006000	40	125	57	112	133	107	77	89	101	84
LdBPK_080006100	38	155	63	95	223	229	256	265	104	101
LdBPK_080006200	292	1017	494	738	1107	1101	1013	1248	488	541
LdBPK_080006300	214	684	282	472	932	951	1347	1410	331	373
LdBPK_080006400	8	13	10	14	36	13	20	12	26	27
LdBPK_080006500	133	302	140	227	587	446	562	637	395	541
LdBPK_080006600	129	456	162	303	688	588	628	750	441	411
LdBPK_080006700	258	1048	528	781	1564	1636	1785	1885	846	1333
LdBPK_080006800	418	1529	610	1003	1503	1339	1416	1527	1353	1490
LdBPK_080006900	29	98	36	74	93	65	64	100	111	67
